,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,robot,robot,robot,robot,robot,robot,robot
,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u1,u1_dir,u2,u2_dir,x,y,z
180,0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",-0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",-0.034651982276112124,True,"Coordinate({'z': 0, 'y': 0.09981792379007424, 'x': -0.029969163025335963})","Coordinate({'z': 0, 'y': 0.044839426786430395, 'x': -0.012329842800333855})","Coordinate({'z': 0.049215989226063094, 'y': 0.07232867528825232, 'x': -0.02114950291283491})",0.034651982276112124,False,"Coordinate({'z': 0, 'y': 0.099837312242426, 'x': -0.05003083697466404})","Coordinate({'z': 0, 'y': 0.04485881523878214, 'x': 0.012329842800333855})","Coordinate({'z': 0.0390869083517748, 'y': 0.07234806374060407, 'x': -0.018850497087165092})",0.034651982276112124,0.0,-0.034651982276112124,1.0,-0.15932848203267835,0.0,0.0
181,0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",-0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",-0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.1005706763107921, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.04559217930714825, 'x': -0.01050605425948585})","Coordinate({'z': 0.049215989226063094, 'y': 0.07308142780897017, 'x': -0.019325714371986904})",0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100586755306335, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.04560825830269114, 'x': 0.01050605425948585})","Coordinate({'z': 0.0390869083517748, 'y': 0.07309750680451307, 'x': -0.020674285628013097})",0.03282819373526412,0.0,-0.03282819373526412,1.0,-0.16115227057352635,0.0,0.0
182,0.031004405194416114,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",-0.031004405194416114,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",-0.031004405194416114,True,"Coordinate({'z': 0, 'y': 0.10118815409243354, 'x': -0.026321585943639952})","Coordinate({'z': 0, 'y': 0.04620965708878968, 'x': -0.008682265718637845})","Coordinate({'z': 0.049215989226063094, 'y': 0.07369890559061161, 'x': -0.0175019258311389})",0.031004405194416114,False,"Coordinate({'z': 0, 'y': 0.10120115685729139, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.046222659853647534, 'x': 0.008682265718637845})","Coordinate({'z': 0.0390869083517748, 'y': 0.07371190835546947, 'x': -0.022498074168861102})",0.031004405194416114,0.0,-0.031004405194416114,1.0,-0.16297605911437435,0.0,0.0
183,0.02918061665356811,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",-0.02918061665356811,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",-0.02918061665356811,True,"Coordinate({'z': 0, 'y': 0.10167894002773782, 'x': -0.024497797402791947})","Coordinate({'z': 0, 'y': 0.046700443024093964, 'x': -0.00685847717778984})","Coordinate({'z': 0.049215989226063094, 'y': 0.0741896915259159, 'x': -0.015678137290290894})",0.02918061665356811,False,"Coordinate({'z': 0, 'y': 0.1016890393478457, 'x': -0.055502202597208054})","Coordinate({'z': 0, 'y': 0.04671054234420185, 'x': 0.00685847717778984})","Coordinate({'z': 0.0390869083517748, 'y': 0.07419979084602378, 'x': -0.024321862709709107})",0.02918061665356811,0.0,-0.02918061665356811,1.0,-0.16479984765522235,0.0,0.0
184,0.027356828112720104,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",-0.027356828112720104,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",-0.027356828112720104,True,"Coordinate({'z': 0, 'y': 0.10204934288548104, 'x': -0.022674008861943942})","Coordinate({'z': 0, 'y': 0.04707084588183719, 'x': -0.005034688636941835})","Coordinate({'z': 0.049215989226063094, 'y': 0.07456009438365911, 'x': -0.013854348749442889})",0.027356828112720104,False,"Coordinate({'z': 0, 'y': 0.10205666411611088, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.04707816711246702, 'x': 0.005034688636941835})","Coordinate({'z': 0.0390869083517748, 'y': 0.07456741561428895, 'x': -0.026145651250557112})",0.027356828112720104,0.0,-0.027356828112720104,1.0,-0.16662363619607035,0.0,0.0
185,0.0255330395718721,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",-0.0255330395718721,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",-0.0255330395718721,True,"Coordinate({'z': 0, 'y': 0.10230384813733412, 'x': -0.020850220321095937})","Coordinate({'z': 0, 'y': 0.04732535113369027, 'x': -0.00321090009609383})","Coordinate({'z': 0.049215989226063094, 'y': 0.0748145996355122, 'x': -0.012030560208594884})",0.0255330395718721,False,"Coordinate({'z': 0, 'y': 0.10230847766304396, 'x': -0.059149779678904064})","Coordinate({'z': 0, 'y': 0.04732998065940011, 'x': 0.00321090009609383})","Coordinate({'z': 0.0390869083517748, 'y': 0.07481922916122204, 'x': -0.027969439791405117})",0.0255330395718721,0.0,-0.0255330395718721,1.0,-0.16844742473691834,0.0,0.0
186,0.023709251031024087,False,"Coordinate({'z': 0, 'y': 0.10244739944040132, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.047468902436757464, 'x': 0.001387111555245818})","Coordinate({'z': 0.0390869083517748, 'y': 0.0749581509385794, 'x': -0.02979322833225313})",-0.023709251031024087,True,"Coordinate({'z': 0, 'y': 0.10244540884061856, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.047466911836974705, 'x': -0.001387111555245818})","Coordinate({'z': 0.049215989226063094, 'y': 0.07495616033879664, 'x': -0.010206771667746872})",-0.023709251031024087,True,"Coordinate({'z': 0, 'y': 0.10244540884061856, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.047466911836974705, 'x': -0.001387111555245818})","Coordinate({'z': 0.049215989226063094, 'y': 0.07495616033879664, 'x': -0.010206771667746872})",0.023709251031024087,False,"Coordinate({'z': 0, 'y': 0.10244739944040132, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.047468902436757464, 'x': 0.001387111555245818})","Coordinate({'z': 0.0390869083517748, 'y': 0.0749581509385794, 'x': -0.02979322833225313})",0.023709251031024087,0.0,-0.023709251031024087,1.0,-0.17027121327776634,0.0,0.0
187,0.021885462490176075,False,"Coordinate({'z': 0, 'y': 0.1024749979846605, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.04749650098101665, 'x': -0.00043667698560219403})","Coordinate({'z': 0.03908690835177481, 'y': 0.07498574948283858, 'x': -0.03161701687310114})",-0.021885462490176075,True,"Coordinate({'z': 0, 'y': 0.10247562404205628, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.04749712703841242, 'x': 0.00043667698560219403})","Coordinate({'z': 0.049215989226063094, 'y': 0.07498637554023435, 'x': -0.00838298312689886})",-0.021885462490176075,True,"Coordinate({'z': 0, 'y': 0.10247562404205628, 'x': -0.017202643239399913})","Coordinate({'z': 0, 'y': 0.04749712703841242, 'x': 0.00043667698560219403})","Coordinate({'z': 0.049215989226063094, 'y': 0.07498637554023435, 'x': -0.00838298312689886})",0.021885462490176075,False,"Coordinate({'z': 0, 'y': 0.1024749979846605, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.04749650098101665, 'x': -0.00043667698560219403})","Coordinate({'z': 0.03908690835177481, 'y': 0.07498574948283858, 'x': -0.03161701687310114})",0.021885462490176075,0.0,-0.021885462490176075,1.0,-0.17209500181861437,0.0,0.0
188,0.020061673949328077,False,"Coordinate({'z': 0, 'y': 0.10239158142603201, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.04741308442238815, 'x': -0.002260465526450192})","Coordinate({'z': 0.03908690835177481, 'y': 0.07490233292421009, 'x': -0.033440805413949136})",-0.020061673949328077,True,"Coordinate({'z': 0, 'y': 0.10239483111711496, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.047416334113471105, 'x': 0.002260465526450192})","Coordinate({'z': 0.049215989226063094, 'y': 0.07490558261529304, 'x': -0.0065591945860508614})",-0.020061673949328077,True,"Coordinate({'z': 0, 'y': 0.10239483111711496, 'x': -0.015378854698551915})","Coordinate({'z': 0, 'y': 0.047416334113471105, 'x': 0.002260465526450192})","Coordinate({'z': 0.049215989226063094, 'y': 0.07490558261529304, 'x': -0.0065591945860508614})",0.020061673949328077,False,"Coordinate({'z': 0, 'y': 0.10239158142603201, 'x': -0.06462114530144808})","Coordinate({'z': 0, 'y': 0.04741308442238815, 'x': -0.002260465526450192})","Coordinate({'z': 0.03908690835177481, 'y': 0.07490233292421009, 'x': -0.033440805413949136})",0.020061673949328077,0.0,-0.020061673949328077,1.0,-0.17391879035946237,0.0,0.0
189,0.018237885408480065,False,"Coordinate({'z': 0, 'y': 0.10219621493309214, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.04721771792944828, 'x': -0.004084254067298204})","Coordinate({'z': 0.0390869083517748, 'y': 0.07470696643127021, 'x': -0.035264593954797155})",-0.018237885408480065,True,"Coordinate({'z': 0, 'y': 0.1022021248733296, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.047223627869685744, 'x': 0.004084254067298204})","Coordinate({'z': 0.049215989226063094, 'y': 0.07471287637150767, 'x': -0.0047354060452028494})",-0.018237885408480065,True,"Coordinate({'z': 0, 'y': 0.1022021248733296, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.047223627869685744, 'x': 0.004084254067298204})","Coordinate({'z': 0.049215989226063094, 'y': 0.07471287637150767, 'x': -0.0047354060452028494})",0.018237885408480065,False,"Coordinate({'z': 0, 'y': 0.10219621493309214, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.04721771792944828, 'x': -0.004084254067298204})","Coordinate({'z': 0.0390869083517748, 'y': 0.07470696643127021, 'x': -0.035264593954797155})",0.018237885408480065,0.0,-0.018237885408480065,1.0,-0.17574257890031036,0.0,0.0
190,0.016414096867632066,False,"Coordinate({'z': 0, 'y': 0.1018866674486771, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.04690817044503324, 'x': -0.005908042608146202})","Coordinate({'z': 0.0390869083517748, 'y': 0.07439741894685517, 'x': -0.03708838249564515})",-0.016414096867632066,True,"Coordinate({'z': 0, 'y': 0.10189530599780273, 'x': -0.011731277616855905})","Coordinate({'z': 0, 'y': 0.04691680899415888, 'x': 0.005908042608146202})","Coordinate({'z': 0.049215989226063094, 'y': 0.07440605749598081, 'x': -0.0029116175043548513})",-0.016414096867632066,True,"Coordinate({'z': 0, 'y': 0.10189530599780273, 'x': -0.011731277616855905})","Coordinate({'z': 0, 'y': 0.04691680899415888, 'x': 0.005908042608146202})","Coordinate({'z': 0.049215989226063094, 'y': 0.07440605749598081, 'x': -0.0029116175043548513})",0.016414096867632066,False,"Coordinate({'z': 0, 'y': 0.1018866674486771, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.04690817044503324, 'x': -0.005908042608146202})","Coordinate({'z': 0.0390869083517748, 'y': 0.07439741894685517, 'x': -0.03708838249564515})",0.016414096867632066,0.0,-0.016414096867632066,1.0,-0.17756636744115836,0.0,0.0
191,0.014590308326784054,False,"Coordinate({'z': 0, 'y': 0.10145928045803901, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.04648078345439515, 'x': -0.007731831148994214})","Coordinate({'z': 0.03908690835177481, 'y': 0.07397003195621708, 'x': -0.03891217103649316})",-0.014590308326784054,True,"Coordinate({'z': 0, 'y': 0.10147075182762463, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.046492254823980776, 'x': 0.007731831148994214})","Coordinate({'z': 0.049215989226063094, 'y': 0.07398150332580271, 'x': -0.0010878289635068393})",-0.014590308326784054,True,"Coordinate({'z': 0, 'y': 0.10147075182762463, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.046492254823980776, 'x': 0.007731831148994214})","Coordinate({'z': 0.049215989226063094, 'y': 0.07398150332580271, 'x': -0.0010878289635068393})",0.014590308326784054,False,"Coordinate({'z': 0, 'y': 0.10145928045803901, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.04648078345439515, 'x': -0.007731831148994214})","Coordinate({'z': 0.03908690835177481, 'y': 0.07397003195621708, 'x': -0.03891217103649316})",0.014590308326784054,0.0,-0.014590308326784054,1.0,-0.17939015598200636,0.0,0.0
192,0.012766519785936042,False,"Coordinate({'z': 0, 'y': 0.1009087400742457, 'x': -0.07191629946484013})","Coordinate({'z': 0, 'y': 0.045930243070601846, 'x': -0.009555619689842226})","Coordinate({'z': 0.0390869083517748, 'y': 0.07341949157242378, 'x': -0.04073595957734118})",-0.012766519785936042,True,"Coordinate({'z': 0, 'y': 0.10092319104093295, 'x': -0.008083700535159881})","Coordinate({'z': 0, 'y': 0.0459446940372891, 'x': 0.009555619689842226})","Coordinate({'z': 0.049215989226063094, 'y': 0.07343394253911102, 'x': 0.0007359595773411727})",-0.012766519785936042,True,"Coordinate({'z': 0, 'y': 0.10092319104093295, 'x': -0.008083700535159881})","Coordinate({'z': 0, 'y': 0.0459446940372891, 'x': 0.009555619689842226})","Coordinate({'z': 0.049215989226063094, 'y': 0.07343394253911102, 'x': 0.0007359595773411727})",0.012766519785936042,False,"Coordinate({'z': 0, 'y': 0.1009087400742457, 'x': -0.07191629946484013})","Coordinate({'z': 0, 'y': 0.045930243070601846, 'x': -0.009555619689842226})","Coordinate({'z': 0.0390869083517748, 'y': 0.07341949157242378, 'x': -0.04073595957734118})",0.012766519785936042,0.0,-0.012766519785936042,1.0,-0.1812139445228544,0.0,0.0
193,0.010942731245088044,False,"Coordinate({'z': 0, 'y': 0.10022771723039992, 'x': -0.07374008800568813})","Coordinate({'z': 0, 'y': 0.045249220226756065, 'x': -0.011379408230690224})","Coordinate({'z': 0.0390869083517748, 'y': 0.07273846872857799, 'x': -0.042559748118189175})",-0.010942731245088044,True,"Coordinate({'z': 0, 'y': 0.10024534753963167, 'x': -0.006259911994311883})","Coordinate({'z': 0, 'y': 0.045266850535987814, 'x': 0.011379408230690224})","Coordinate({'z': 0.049215989226063094, 'y': 0.07275609903780975, 'x': 0.002559748118189171})",-0.010942731245088044,True,"Coordinate({'z': 0, 'y': 0.10024534753963167, 'x': -0.006259911994311883})","Coordinate({'z': 0, 'y': 0.045266850535987814, 'x': 0.011379408230690224})","Coordinate({'z': 0.049215989226063094, 'y': 0.07275609903780975, 'x': 0.002559748118189171})",0.010942731245088044,False,"Coordinate({'z': 0, 'y': 0.10022771723039992, 'x': -0.07374008800568813})","Coordinate({'z': 0, 'y': 0.045249220226756065, 'x': -0.011379408230690224})","Coordinate({'z': 0.0390869083517748, 'y': 0.07273846872857799, 'x': -0.042559748118189175})",0.010942731245088044,0.0,-0.010942731245088044,1.0,-0.18303773306370238,0.0,0.0
194,0.009118942704240032,False,"Coordinate({'z': 0, 'y': 0.09940631377457897, 'x': -0.07556387654653612})","Coordinate({'z': 0, 'y': 0.04442781677093511, 'x': -0.013203196771538236})","Coordinate({'z': 0.03908690835177481, 'y': 0.07191706527275704, 'x': -0.04438353665903718})",-0.009118942704240032,True,"Coordinate({'z': 0, 'y': 0.0994273921427275, 'x': -0.004436123453463871})","Coordinate({'z': 0, 'y': 0.04444889513908364, 'x': 0.013203196771538236})","Coordinate({'z': 0.049215989226063094, 'y': 0.07193814364090557, 'x': 0.004383536659037183})",-0.009118942704240032,True,"Coordinate({'z': 0, 'y': 0.0994273921427275, 'x': -0.004436123453463871})","Coordinate({'z': 0, 'y': 0.04444889513908364, 'x': 0.013203196771538236})","Coordinate({'z': 0.049215989226063094, 'y': 0.07193814364090557, 'x': 0.004383536659037183})",0.009118942704240032,False,"Coordinate({'z': 0, 'y': 0.09940631377457897, 'x': -0.07556387654653612})","Coordinate({'z': 0, 'y': 0.04442781677093511, 'x': -0.013203196771538236})","Coordinate({'z': 0.03908690835177481, 'y': 0.07191706527275704, 'x': -0.04438353665903718})",0.009118942704240032,0.0,-0.009118942704240032,1.0,-0.18486152160455038,0.0,0.0
195,0.007295154163392034,False,"Coordinate({'z': 0, 'y': 0.09843120398425849, 'x': -0.07738766508738412})","Coordinate({'z': 0, 'y': 0.04345270698061463, 'x': -0.015026985312386235})","Coordinate({'z': 0.03908690835177481, 'y': 0.07094195548243656, 'x': -0.04620732519988518})",-0.007295154163392034,True,"Coordinate({'z': 0, 'y': 0.09845609312921537, 'x': -0.0026123349126158726})","Coordinate({'z': 0, 'y': 0.04347759612557152, 'x': 0.015026985312386235})","Coordinate({'z': 0.049215989226063094, 'y': 0.07096684462739344, 'x': 0.006207325199885181})",-0.007295154163392034,True,"Coordinate({'z': 0, 'y': 0.09845609312921537, 'x': -0.0026123349126158726})","Coordinate({'z': 0, 'y': 0.04347759612557152, 'x': 0.015026985312386235})","Coordinate({'z': 0.049215989226063094, 'y': 0.07096684462739344, 'x': 0.006207325199885181})",0.007295154163392034,False,"Coordinate({'z': 0, 'y': 0.09843120398425849, 'x': -0.07738766508738412})","Coordinate({'z': 0, 'y': 0.04345270698061463, 'x': -0.015026985312386235})","Coordinate({'z': 0.03908690835177481, 'y': 0.07094195548243656, 'x': -0.04620732519988518})",0.007295154163392034,0.0,-0.007295154163392034,1.0,-0.18668531014539838,0.0,0.0
196,0.005471365622544022,False,"Coordinate({'z': 0, 'y': 0.09728426798361495, 'x': -0.07921145362823215})","Coordinate({'z': 0, 'y': 0.04230577097997109, 'x': -0.016850773853234247})","Coordinate({'z': 0.0390869083517748, 'y': 0.06979501948179302, 'x': -0.0480311137407332})",-0.005471365622544022,True,"Coordinate({'z': 0, 'y': 0.0973134651418524, 'x': -0.0007885463717678606})","Coordinate({'z': 0, 'y': 0.04233496813820855, 'x': 0.016850773853234247})","Coordinate({'z': 0.049215989226063094, 'y': 0.06982421664003048, 'x': 0.008031113740733193})",-0.005471365622544022,True,"Coordinate({'z': 0, 'y': 0.0973134651418524, 'x': -0.0007885463717678606})","Coordinate({'z': 0, 'y': 0.04233496813820855, 'x': 0.016850773853234247})","Coordinate({'z': 0.049215989226063094, 'y': 0.06982421664003048, 'x': 0.008031113740733193})",0.005471365622544022,False,"Coordinate({'z': 0, 'y': 0.09728426798361495, 'x': -0.07921145362823215})","Coordinate({'z': 0, 'y': 0.04230577097997109, 'x': -0.016850773853234247})","Coordinate({'z': 0.0390869083517748, 'y': 0.06979501948179302, 'x': -0.0480311137407332})",0.005471365622544022,0.0,-0.005471365622544022,1.0,-0.18850909868624638,0.0,0.0
