,J1,J1,J1,J1,J1,J2,J2,J2,J2,J2,J3,J3,J3,J3,J3,J4,J4,J4,J4,J4,robot,robot,robot,robot,robot,robot,robot
,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u,u_dir,A,B,C,u1,u1_dir,u2,u2_dir,x,y,z
97,0.00364757708169601,False,"Coordinate({'z': 0, 'y': 0.09594032001287421, 'x': -0.08103524216908015})","Coordinate({'z': 0, 'y': 0.040961823009230354, 'x': -0.01867456239408226})","Coordinate({'z': 0.03908690835177481, 'y': 0.06845107151105229, 'x': -0.0498549022815812})",-0.00364757708169601,True,"Coordinate({'z': 0, 'y': 0.09597452592567453, 'x': 0.0010352421690801514})","Coordinate({'z': 0, 'y': 0.04099602892203067, 'x': 0.01867456239408226})","Coordinate({'z': 0.049215989226063094, 'y': 0.0684852774238526, 'x': 0.009854902281581205})",-0.00364757708169601,True,"Coordinate({'z': 0, 'y': 0.09597452592567453, 'x': 0.0010352421690801514})","Coordinate({'z': 0, 'y': 0.04099602892203067, 'x': 0.01867456239408226})","Coordinate({'z': 0.049215989226063094, 'y': 0.0684852774238526, 'x': 0.009854902281581205})",0.00364757708169601,False,"Coordinate({'z': 0, 'y': 0.09594032001287421, 'x': -0.08103524216908015})","Coordinate({'z': 0, 'y': 0.040961823009230354, 'x': -0.01867456239408226})","Coordinate({'z': 0.03908690835177481, 'y': 0.06845107151105229, 'x': -0.0498549022815812})",0.00364757708169601,0.0,-0.00364757708169601,1.0,-0.10009389475433789,0.0,0.0
98,0.001823788540848012,False,"Coordinate({'z': 0, 'y': 0.0943630942043846, 'x': -0.08285903070992814})","Coordinate({'z': 0, 'y': 0.039384597200740744, 'x': -0.020498350934930257})","Coordinate({'z': 0.03908690835177481, 'y': 0.06687384570256268, 'x': -0.0516786908224292})",-0.001823788540848012,True,"Coordinate({'z': 0, 'y': 0.09440333904413559, 'x': 0.0028590307099281495})","Coordinate({'z': 0, 'y': 0.03942484204049173, 'x': 0.020498350934930257})","Coordinate({'z': 0.049215989226063094, 'y': 0.06691409054231366, 'x': 0.011678690822429203})",-0.001823788540848012,True,"Coordinate({'z': 0, 'y': 0.09440333904413559, 'x': 0.0028590307099281495})","Coordinate({'z': 0, 'y': 0.03942484204049173, 'x': 0.020498350934930257})","Coordinate({'z': 0.049215989226063094, 'y': 0.06691409054231366, 'x': 0.011678690822429203})",0.001823788540848012,False,"Coordinate({'z': 0, 'y': 0.0943630942043846, 'x': -0.08285903070992814})","Coordinate({'z': 0, 'y': 0.039384597200740744, 'x': -0.020498350934930257})","Coordinate({'z': 0.03908690835177481, 'y': 0.06687384570256268, 'x': -0.0516786908224292})",0.001823788540848012,0.0,-0.001823788540848012,1.0,-0.10191768329518588,0.0,0.0
99,0.0,False,"Coordinate({'z': 0, 'y': 0.09249752897518111, 'x': -0.08468281925077617})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0390869083517748, 'y': 0.06500828047335919, 'x': -0.05350247936327722})",0.0,True,"Coordinate({'z': 0, 'y': 0.0925454253339257, 'x': 0.0046828192507761615})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.049215989226063094, 'y': 0.06505617683210377, 'x': 0.013502479363277215})",0.0,True,"Coordinate({'z': 0, 'y': 0.0925454253339257, 'x': 0.0046828192507761615})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.049215989226063094, 'y': 0.06505617683210377, 'x': 0.013502479363277215})",0.0,False,"Coordinate({'z': 0, 'y': 0.09249752897518111, 'x': -0.08468281925077617})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0390869083517748, 'y': 0.06500828047335919, 'x': -0.05350247936327722})",0.0,0.0,0.0,1.0,-0.1037414718360339,0.0,0.0
100,0.0,True,"Coordinate({'z': 0, 'y': 0.09252154407836642, 'x': -0.08468281925077617})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0390869083517748, 'y': 0.06502028802495184, 'x': -0.05350247936327722})",0.0,False,"Coordinate({'z': 0, 'y': 0.09252135821301051, 'x': 0.0046828192507761615})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.049215989226063094, 'y': 0.06504414327164618, 'x': 0.013502479363277215})",0.0,False,"Coordinate({'z': 0, 'y': 0.09252135821301051, 'x': 0.0046828192507761615})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.049215989226063094, 'y': 0.06504414327164618, 'x': 0.013502479363277215})",0.0,True,"Coordinate({'z': 0, 'y': 0.09252154407836642, 'x': -0.08468281925077617})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0390869083517748, 'y': 0.06502028802495184, 'x': -0.05350247936327722})",0.0,1.0,0.0,0.0,-0.1037414718360339,0.0,0.0
101,0.0018237885408480066,True,"Coordinate({'z': 0, 'y': 0.09438631252869532, 'x': -0.08285903070992816})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.039797251160427864, 'y': 0.06595267225011629, 'x': -0.05259058509285321})",-0.0018237885408480066,False,"Coordinate({'z': 0, 'y': 0.09439382176622926, 'x': 0.0028590307099281564})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04904382580195159, 'y': 0.06598037504825555, 'x': 0.012590585092853213})",-0.0018237885408480066,False,"Coordinate({'z': 0, 'y': 0.09439382176622926, 'x': 0.0028590307099281564})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04904382580195159, 'y': 0.06598037504825555, 'x': 0.012590585092853213})",0.0018237885408480066,True,"Coordinate({'z': 0, 'y': 0.09438631252869532, 'x': -0.08285903070992816})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.039797251160427864, 'y': 0.06595267225011629, 'x': -0.05259058509285321})",0.0018237885408480066,1.0,-0.0018237885408480066,0.0,-0.1028295775656099,0.0,0.0
102,0.003647577081696013,True,"Coordinate({'z': 0, 'y': 0.09596290987490523, 'x': -0.08103524216908015})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.040474595650005545, 'y': 0.06674097092322125, 'x': -0.05167869082242921})",-0.003647577081696013,False,"Coordinate({'z': 0, 'y': 0.0959764848416183, 'x': 0.0010352421690801514})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048854037711979575, 'y': 0.06677170658595007, 'x': 0.01167869082242921})",-0.003647577081696013,False,"Coordinate({'z': 0, 'y': 0.0959764848416183, 'x': 0.0010352421690801514})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048854037711979575, 'y': 0.06677170658595007, 'x': 0.01167869082242921})",0.003647577081696013,True,"Coordinate({'z': 0, 'y': 0.09596290987490523, 'x': -0.08103524216908015})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.040474595650005545, 'y': 0.06674097092322125, 'x': -0.05167869082242921})",0.003647577081696013,1.0,-0.003647577081696013,0.0,-0.1019176832951859,0.0,0.0
103,0.0054713656225440195,True,"Coordinate({'z': 0, 'y': 0.09730633682244022, 'x': -0.07921145362823215})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04112057251323056, 'y': 0.06741268439698873, 'x': -0.05076679655200521})",-0.0054713656225440195,False,"Coordinate({'z': 0, 'y': 0.09732493831056654, 'x': -0.0007885463717678606})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048646418675109146, 'y': 0.06744593332042419, 'x': 0.010766796552005204})",-0.0054713656225440195,False,"Coordinate({'z': 0, 'y': 0.09732493831056654, 'x': -0.0007885463717678606})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048646418675109146, 'y': 0.06744593332042419, 'x': 0.010766796552005204})",0.0054713656225440195,True,"Coordinate({'z': 0, 'y': 0.09730633682244022, 'x': -0.07921145362823215})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04112057251323056, 'y': 0.06741268439698873, 'x': -0.05076679655200521})",0.0054713656225440195,1.0,-0.0054713656225440195,0.0,-0.1010057890247619,0.0,0.0
104,0.007295154163392026,True,"Coordinate({'z': 0, 'y': 0.09845282484234191, 'x': -0.07738766508738414})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04173663824841904, 'y': 0.06798592840693958, 'x': -0.0498549022815812})",-0.007295154163392026,False,"Coordinate({'z': 0, 'y': 0.09847574673151996, 'x': -0.0026123349126158657})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04842073932462855, 'y': 0.0680213375309009, 'x': 0.009854902281581202})",-0.007295154163392026,False,"Coordinate({'z': 0, 'y': 0.09847574673151996, 'x': -0.0026123349126158657})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04842073932462855, 'y': 0.0680213375309009, 'x': 0.009854902281581202})",0.007295154163392026,True,"Coordinate({'z': 0, 'y': 0.09845282484234191, 'x': -0.07738766508738414})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04173663824841904, 'y': 0.06798592840693958, 'x': -0.0498549022815812})",0.007295154163392026,1.0,-0.007295154163392026,0.0,-0.1000938947543379,0.0,0.0
105,0.009118942704240032,True,"Coordinate({'z': 0, 'y': 0.09942753846307449, 'x': -0.07556387654653612})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04232409902670195, 'y': 0.06847328521730588, 'x': -0.048943008011157196})",-0.009118942704240032,False,"Coordinate({'z': 0, 'y': 0.09945428006470346, 'x': -0.004436123453463871})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048176745855779704, 'y': 0.06851060419749265, 'x': 0.008943008011157199})",-0.009118942704240032,False,"Coordinate({'z': 0, 'y': 0.09945428006470346, 'x': -0.004436123453463871})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.048176745855779704, 'y': 0.06851060419749265, 'x': 0.008943008011157199})",0.009118942704240032,True,"Coordinate({'z': 0, 'y': 0.09942753846307449, 'x': -0.07556387654653612})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04232409902670195, 'y': 0.06847328521730588, 'x': -0.048943008011157196})",0.009118942704240032,1.0,-0.009118942704240032,0.0,-0.0991820004839139,0.0,0.0
106,0.010942731245088039,True,"Coordinate({'z': 0, 'y': 0.1002485835353369, 'x': -0.07374008800568813})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.042884130424247685, 'y': 0.06888380775343708, 'x': -0.0480311137407332})",-0.010942731245088039,False,"Coordinate({'z': 0, 'y': 0.10027877977903762, 'x': -0.006259911994311876})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04791415848619571, 'y': 0.06892285405465973, 'x': 0.008031113740733196})",-0.010942731245088039,False,"Coordinate({'z': 0, 'y': 0.10027877977903762, 'x': -0.006259911994311876})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04791415848619571, 'y': 0.06892285405465973, 'x': 0.008031113740733196})",0.010942731245088039,True,"Coordinate({'z': 0, 'y': 0.1002485835353369, 'x': -0.07374008800568813})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.042884130424247685, 'y': 0.06888380775343708, 'x': -0.0480311137407332})",0.010942731245088039,1.0,-0.010942731245088039,0.0,-0.0982701062134899,0.0,0.0
107,0.012766519785936046,True,"Coordinate({'z': 0, 'y': 0.10092927598622499, 'x': -0.07191629946484013})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04341779386086809, 'y': 0.06922415397888113, 'x': -0.0471192194703092})",-0.012766519785936046,False,"Coordinate({'z': 0, 'y': 0.10096265646841276, 'x': -0.008083700535159881})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04763266970585744, 'y': 0.0692647923993473, 'x': 0.007119219470309194})",-0.012766519785936046,False,"Coordinate({'z': 0, 'y': 0.10096265646841276, 'x': -0.008083700535159881})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04763266970585744, 'y': 0.0692647923993473, 'x': 0.007119219470309194})",0.012766519785936046,True,"Coordinate({'z': 0, 'y': 0.10092927598622499, 'x': -0.07191629946484013})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04341779386086809, 'y': 0.06922415397888113, 'x': -0.0471192194703092})",0.012766519785936046,1.0,-0.012766519785936046,0.0,-0.0973582119430659,0.0,0.0
108,0.014590308326784053,True,"Coordinate({'z': 0, 'y': 0.10147950678408511, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04392605039068411, 'y': 0.06949926937781119, 'x': -0.046207325199885185})",-0.014590308326784053,False,"Coordinate({'z': 0, 'y': 0.10151587049170774, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04733194228904486, 'y': 0.06954139941099478, 'x': 0.006207325199885188})",-0.014590308326784053,False,"Coordinate({'z': 0, 'y': 0.10151587049170774, 'x': -0.009907489076007893})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04733194228904486, 'y': 0.06954139941099478, 'x': 0.006207325199885188})",0.014590308326784053,True,"Coordinate({'z': 0, 'y': 0.10147950678408511, 'x': -0.0700925109239921})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04392605039068411, 'y': 0.06949926937781119, 'x': -0.046207325199885185})",0.014590308326784053,1.0,-0.014590308326784053,0.0,-0.09644631767264189,0.0,0.0
109,0.01641409686763206,True,"Coordinate({'z': 0, 'y': 0.10190659948154274, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04440977234555633, 'y': 0.06971281572653999, 'x': -0.045295430929461186})",-0.01641409686763206,False,"Coordinate({'z': 0, 'y': 0.10194579864185828, 'x': -0.011731277616855898})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04701160703569676, 'y': 0.06975636348607006, 'x': 0.005295430929461185})",-0.01641409686763206,False,"Coordinate({'z': 0, 'y': 0.10194579864185828, 'x': -0.011731277616855898})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04701160703569676, 'y': 0.06975636348607006, 'x': 0.005295430929461185})",0.01641409686763206,True,"Coordinate({'z': 0, 'y': 0.10190659948154274, 'x': -0.0682687223831441})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04440977234555633, 'y': 0.06971281572653999, 'x': -0.045295430929461186})",0.01641409686763206,1.0,-0.01641409686763206,0.0,-0.09553442340221789,0.0,0.0
110,0.018237885408480065,True,"Coordinate({'z': 0, 'y': 0.10221586353647572, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04486975322332959, 'y': 0.06986744775400648, 'x': -0.04438353665903719})",-0.018237885408480065,False,"Coordinate({'z': 0, 'y': 0.10225779311853814, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04667126020350435, 'y': 0.06991236072440998, 'x': 0.004383536659037183})",-0.018237885408480065,False,"Coordinate({'z': 0, 'y': 0.10225779311853814, 'x': -0.013555066157703903})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04667126020350435, 'y': 0.06991236072440998, 'x': 0.004383536659037183})",0.018237885408480065,True,"Coordinate({'z': 0, 'y': 0.10221586353647572, 'x': -0.0664449338422961})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04486975322332959, 'y': 0.06986744775400648, 'x': -0.04438353665903719})",0.018237885408480065,1.0,-0.018237885408480065,0.0,-0.09462252913179389,0.0,0.0
111,0.020061673949328073,True,"Coordinate({'z': 0, 'y': 0.10241095373501877, 'x': -0.0646211453014481})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04530671613061344, 'y': 0.06996499285327801, 'x': -0.04347164238861318})",-0.020061673949328073,False,"Coordinate({'z': 0, 'y': 0.102455544671817, 'x': -0.015378854698551912})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.046310460584697066, 'y': 0.07001123650104941, 'x': 0.0034716423886131786})",-0.020061673949328073,False,"Coordinate({'z': 0, 'y': 0.102455544671817, 'x': -0.015378854698551912})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.046310460584697066, 'y': 0.07001123650104941, 'x': 0.0034716423886131786})",0.020061673949328073,True,"Coordinate({'z': 0, 'y': 0.10241095373501877, 'x': -0.0646211453014481})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04530671613061344, 'y': 0.06996499285327801, 'x': -0.04347164238861318})",0.020061673949328073,1.0,-0.020061673949328073,0.0,-0.0937106348613699,0.0,0.0
112,0.021885462490176078,True,"Coordinate({'z': 0, 'y': 0.10249409783470972, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04572132102680997, 'y': 0.07000656490312349, 'x': -0.042559748118189175})",-0.021885462490176078,False,"Coordinate({'z': 0, 'y': 0.10254131286809054, 'x': -0.017202643239399917})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045928726172510904, 'y': 0.07005412059918618, 'x': 0.002559748118189176})",-0.021885462490176078,False,"Coordinate({'z': 0, 'y': 0.10254131286809054, 'x': -0.017202643239399917})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045928726172510904, 'y': 0.07005412059918618, 'x': 0.002559748118189176})",0.021885462490176078,True,"Coordinate({'z': 0, 'y': 0.10249409783470972, 'x': -0.06279735676060008})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04572132102680997, 'y': 0.07000656490312349, 'x': -0.042559748118189175})",0.021885462490176078,1.0,-0.021885462490176078,0.0,-0.0927987405909459,0.0,0.0
113,0.023709251031024087,True,"Coordinate({'z': 0, 'y': 0.10246622758794971, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04611417096741932, 'y': 0.06999262977974348, 'x': -0.041647853847765176})",-0.023709251031024087,False,"Coordinate({'z': 0, 'y': 0.10251605912492477, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045525530351346065, 'y': 0.07004149372760331, 'x': 0.0016478538477651718})",-0.023709251031024087,False,"Coordinate({'z': 0, 'y': 0.10251605912492477, 'x': -0.019026431780247925})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.045525530351346065, 'y': 0.07004149372760331, 'x': 0.0016478538477651718})",0.023709251031024087,True,"Coordinate({'z': 0, 'y': 0.10246622758794971, 'x': -0.060973568219752076})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04611417096741932, 'y': 0.06999262977974348, 'x': -0.041647853847765176})",0.023709251031024087,1.0,-0.023709251031024087,0.0,-0.0937106348613699,0.0,0.0
114,0.025533039571872092,True,"Coordinate({'z': 0, 'y': 0.10232703182819591, 'x': -0.05914977967890407})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04648581750671142, 'y': 0.06992303189986658, 'x': -0.04073595957734117})",-0.025533039571872092,False,"Coordinate({'z': 0, 'y': 0.10237950151239364, 'x': -0.02085022032109593})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.0451002975310841, 'y': 0.06997321492133773, 'x': 0.0007359595773411692})",-0.025533039571872092,False,"Coordinate({'z': 0, 'y': 0.10237950151239364, 'x': -0.02085022032109593})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.0451002975310841, 'y': 0.06997321492133773, 'x': 0.0007359595773411692})",0.025533039571872092,True,"Coordinate({'z': 0, 'y': 0.10232703182819591, 'x': -0.05914977967890407})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04648581750671142, 'y': 0.06992303189986658, 'x': -0.04073595957734117})",0.025533039571872092,1.0,-0.025533039571872092,0.0,-0.09462252913179389,0.0,0.0
115,0.0273568281127201,True,"Coordinate({'z': 0, 'y': 0.10207493885315422, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04683676539003642, 'y': 0.06979698541234573, 'x': -0.039824065306917164})",-0.0273568281127201,False,"Coordinate({'z': 0, 'y': 0.10213009879380394, 'x': -0.02267400886194394})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.044652398129243015, 'y': 0.06984851356204289, 'x': -0.00017593469308283503})",-0.0273568281127201,False,"Coordinate({'z': 0, 'y': 0.10213009879380394, 'x': -0.02267400886194394})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.044652398129243015, 'y': 0.06984851356204289, 'x': -0.00017593469308283503})",0.0273568281127201,True,"Coordinate({'z': 0, 'y': 0.10207493885315422, 'x': -0.05732599113805606})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04683676539003642, 'y': 0.06979698541234573, 'x': -0.039824065306917164})",0.0273568281127201,1.0,-0.0273568281127201,0.0,-0.0955344234022179,0.0,0.0
116,0.029180616653568105,True,"Coordinate({'z': 0, 'y': 0.10170702572602855, 'x': -0.05550220259720806})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.047167476642433225, 'y': 0.0696130288487829, 'x': -0.038912171036493165})",-0.029180616653568105,False,"Coordinate({'z': 0, 'y': 0.10176496155114112, 'x': -0.024497797402791944})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04418114278367724, 'y': 0.06966594494071147, 'x': -0.0010878289635068376})",-0.029180616653568105,False,"Coordinate({'z': 0, 'y': 0.10176496155114112, 'x': -0.024497797402791944})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04418114278367724, 'y': 0.06966594494071147, 'x': -0.0010878289635068376})",0.029180616653568105,True,"Coordinate({'z': 0, 'y': 0.10170702572602855, 'x': -0.05550220259720806})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.047167476642433225, 'y': 0.0696130288487829, 'x': -0.038912171036493165})",0.029180616653568105,1.0,-0.029180616653568105,0.0,-0.0964463176726419,0.0,0.0
117,0.03100440519441611,True,"Coordinate({'z': 0, 'y': 0.1012188419065646, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0474783741413582, 'y': 0.06936893693905093, 'x': -0.03800027676606916})",-0.03100440519441611,False,"Coordinate({'z': 0, 'y': 0.10127967807324789, 'x': -0.02632158594363995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04368577565215092, 'y': 0.06942330320176486, 'x': -0.00199972323393084})",-0.03100440519441611,False,"Coordinate({'z': 0, 'y': 0.10127967807324789, 'x': -0.02632158594363995})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.04368577565215092, 'y': 0.06942330320176486, 'x': -0.00199972323393084})",0.03100440519441611,True,"Coordinate({'z': 0, 'y': 0.1012188419065646, 'x': -0.05367841405636005})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.0474783741413582, 'y': 0.06936893693905093, 'x': -0.03800027676606916})",0.03100440519441611,1.0,-0.03100440519441611,0.0,-0.0973582119430659,0.0,0.0
118,0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.10060412114292155, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04776984474622283, 'y': 0.0690615765572294, 'x': -0.03708838249564515})",-0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100668029319721, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.043165466621682476, 'y': 0.06911747882500142, 'x': -0.0029116175043548444})",-0.03282819373526412,False,"Coordinate({'z': 0, 'y': 0.100668029319721, 'x': -0.028145374484487957})","Coordinate({'z': 0, 'y': 0.037566928330281836, 'x': 0.02232213947577827})","Coordinate({'z': 0.043165466621682476, 'y': 0.06911747882500142, 'x': -0.0029116175043548444})",0.03282819373526412,True,"Coordinate({'z': 0, 'y': 0.10060412114292155, 'x': -0.051854625515512044})","Coordinate({'z': 0, 'y': 0.037519031971537255, 'x': -0.02232213947577827})","Coordinate({'z': 0.04776984474622283, 'y': 0.0690615765572294, 'x': -0.03708838249564515})",0.03282819373526412,1.0,-0.03282819373526412,0.0,-0.09827010621348992,0.0,0.0
